PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;74165;734009;59083;59083-734009;36185;36185-59083;50200479;1511299-36185
;;59840;59840;54850;54850-59840;424142;1522258-54850;50200459;1511359-1522258
;;60542;1106658;473313;1332685-1106658;472087;1078850-1332685;50117092;1458359-1078850
;;60542;1106658;473313;1332685-1106658;490441;1513990-1332685;50205184;1505572-1513990
;;60542;1106658;48489;1106659-1106658;472278;1079621-1106659;50118849;1111015-1079621
;;63433;1189815;42909;1189816-1189815;31738;1189817-1189816;50200186;1512169-1189817
;;60933;796924;51573;796925-796924;9200;1271121-796925;50200080;1512471-1271121
;;63535;63535;57816;57816-63535;424177;792265-57816;50201637;1507841-792265
;;60627;60627;42711;42711-60627;31527;1303274-42711;50200017;1512673-1303274
;;63226;63226;42707;42707-63226;4553;1352030-42707;50200015;1512681-1352030
;;63432;728061;49173;727790-728061;5867;727791-727790;50199893;1513055-727791
;;68951;1416453;43889;1416454-1416453;38284;1416466-1416454;50178447;1409295-1416466
;;69200;69200;49823;49823-69200;423831;1248564-49823;50196022;1471103-1248564
;;64370;1183657;42455;1183656-1183657;13984;1220980-1183656;50199811;1513299-1220980
;;64370;1183657;42455;1183656-1183657;13983;1220983-1183656;50199810;1513303-1220983
;;63464;63464;49172;49172-63464;461542;1375117-49172;50199804;1513321-1375117
;;59875;59875;55079;55079-59875;31851;31851-55079;50199660;1513752-31851
;;60468;60468;51574;51574-60468;9203;1271073-51574;50199647;1513788-1271073
;;73857;73857;42167;42167-73857;6962;6962-42167;50205397;1505020-6962
;;73857;73857;42167;42167-73857;19803;19803-42167;50205147;1505662-19803
;;59409;1489658;52981;1486046-1489658;11795;1533794-1486046;50020785;996127-1533794
;;426280;1119930;42356;1119929-1119930;471124;1075017-1119929;50118144;1561057-1075017
;;426280;1119930;473486;1238558-1119930;416558;866032-1238558;50098523;1275327-866032
;;426280;1119930;473486;1238558-1119930;479988;1397108-1238558;50147632;1266133-1397108
;;426280;1119930;473487;1097469-1119930;471563;1097442-1097469;50187754;1448154-1097442
;;490783;1533577;490771;1569402-1533577;490792;1533765-1569402;50149869;1533453-1533765
;;490782;1533572;490769;1569401-1533572;490768;1533446-1569401;50149870;1533451-1533446
;;65896;1450379;57450;1450378-1450379;486241;1445585-1450378;50181976;1445584-1445585
;;65896;1450379;57450;1450378-1450379;19690;1533591-1450378;50078359;1533367-1533591
;;71886;1244942;50203;50203-1244942;25108;25108-50203;50123173;1544837-25108
;;66816;1096827;473332;1285270-1096827;29579;1317484-1285270;50165716;1313980-1317484
;;66816;1096827;473332;1285270-1096827;9008;1492618-1285270;50203688;1501766-1492618
;;66816;1096827;44411;1096826-1096827;471411;1076107-1096826;50117939;1295476-1076107
;;66816;1096827;44411;1096826-1096827;470796;1073761-1096826;50118500;1295429-1073761
;;66816;1096827;44411;1096826-1096827;470651;1073225-1096826;50118639;1110079-1073225
;;71474;71474;470550;1072317-71474;37373;37373-1072317;50121726;1546147-37373
;;474355;1338953;44654;1115667-1338953;26561;1338943-1115667;50114511;1539542-1338943
;;426313;1323119;426312;1323118-1323119;426314;1323123-1323118;50111963;1251805-1323123
;;66005;1119603;473094;1486039-1119603;5124;1375348-1486039;50118321;1074531-1375348
;;66033;66033;48887;48887-66033;5133;5133-48887;50077687;1231104-5133
;;66186;1287040;43919;1287039-1287040;5526;1371402-1287039;50002529;1497048-1371402
;;65068;65068;49001;49001-65068;5377;1359318-49001;50077931;1533381-1359318
;;65302;65302;49068;49068-65302;5552;1257550-49068;50078107;1533372-1257550
;;65557;1490007;48882;1490006-1490007;5114;1277130-1490006;50077668;1533394-1277130
;;65715;1232985;42907;42907-1232985;5060;1333457-42907;50077614;1533399-1333457
;;65752;65752;473180;1375318-65752;5251;1375325-1375318;50077805;1230993-1375325
;;73635;73635;45101;1034783-73635;22033;1533276-1034783;50025945;1258204-1533276
;;73635;73635;463822;1034777-73635;28399;1337970-1034777;50114126;1539688-1337970
;;73625;1533244;43154;1119723-1533244;471716;1077337-1119723;50117532;1110675-1077337
;;73625;1533244;43154;1119723-1533244;41337;41337-1119723;50024850;412687-41337
;;73625;1533244;473103;1230086-1533244;37273;1277508-1230086;50124926;1537723-1277508
;;73625;1533244;473103;1230086-1533244;23235;1396436-1230086;50124923;1537726-1396436
;;70269;1328228;463889;1035293-1328228;482732;1328241-1035293;50112569;1108743-1328241
;;70269;1328228;463889;1035293-1328228;37185;1328230-1035293;50142300;1544367-1328230
;;70269;1328228;463889;1035293-1328228;17398;1328242-1035293;50142303;1544364-1328242
;;70269;1328228;463889;1035293-1328228;477092;1136273-1035293;50117306;1136272-1136273
;;68522;1225838;52680;1225837-1225838;11069;1225839-1225837;50179274;1407148-1225839
;;490755;1533140;47285;47285-1533140;16928;16928-47285;50019049;1235219-16928
;;67547;1533122;56244;1533121-1533122;16497;1533120-1533121;50187698;1524137-1533120
;;67691;1533115;47215;1533114-1533115;16450;1533113-1533114;50187638;1524153-1533113
;;426356;1533096;426355;1533095-1533096;426357;1533093-1533095;50187128;1524251-1533093
;;67399;1533065;56141;1533064-1533065;16195;1533062-1533064;50187118;1524253-1533062
;;490754;1533043;490697;1524068-1533043;490696;1524067-1524068;50189141;1524066-1524067
;;67502;67502;56164;56164-67502;16291;16291-56164;50187305;1524217-16291
;;65625;1533040;46968;1533039-1533040;17950;1533038-1533039;50000084;1515697-1533038
;;65686;1533036;56958;1533035-1533036;17843;1533034-1533035;50000056;1515703-1533034
;;65635;1533030;43940;1533026-1533030;5761;1533025-1533026;50000053;1515704-1533025
;;482420;1532936;417743;1532937-1532936;417742;1532935-1532937;50000067;1515699-1532935
;;66300;1532929;42659;1532928-1532929;21666;1532926-1532928;50000024;1515707-1532926
;;479899;1275053;43447;1275052-1275053;427970;1275054-1275052;50110403;1273944-1275054
;;64551;1360027;54778;54778-1360027;34460;1360485-54778;50172173;1555126-1360485
;;69328;1532457;49690;1532456-1532457;38589;1532455-1532456;50197404;1515052-1532455
;;68804;1532443;53732;1532442-1532443;13039;1532441-1532442;50195731;1561961-1532441
;;66406;1532429;53280;1532428-1532429;12573;1532426-1532428;50095305;1515501-1532426
;;70358;1347831;44067;1347830-1347831;22216;1347828-1347830;50025878;1258236-1347828
;;70358;1347831;44067;1347830-1347831;463015;1347829-1347830;50026178;1258068-1347829
;;70358;1347831;473626;1347838-1347831;25903;984044-1347838;50122191;1545766-984044
;;70358;1347831;473626;1347838-1347831;28718;984059-1347838;50122181;1545776-984059
;;412738;1532348;412402;1532347-1532348;29026;1323671-1532347;50145301;1536027-1323671
;;73987;73987;58704;58704-73987;25915;1403606-58704;50176346;1400464-1403606
;;60949;60949;52316;52316-60949;12397;1385318-52316;50176380;1400388-1385318
;;60949;60949;52316;52316-60949;12397;1385318-52316;50201279;1508923-1385318
;;60443;60443;56678;56678-60443;31216;31216-56678;50200206;1512113-31216
;;60443;60443;480022;1212121-60443;480023;1212126-1212121;50201110;1509413-1212126
;;60036;60036;58849;834507-60036;36189;877133-834507;50201841;1513970-877133
;;74233;74233;59164;59164-74233;41615;834531-59164;50200881;1510107-834531
;;69482;878748;52251;854330-878748;426542;1421631-854330;50177451;1506759-1421631
;;60059;833972;55032;796950-833972;31671;931016-796950;50200134;1512323-931016
;;63656;63656;45041;45041-63656;20296;1380480-45041;50202930;1505740-1380480
;;63758;63758;44824;44824-63758;25051;1380476-44824;50177154;1507038-1380476
;;63724;63724;43280;43280-63724;20293;1380462-43280;50202659;1506268-1380462
;;63803;63803;53394;53394-63803;38976;1421553-53394;50202606;1506366-1421553
;;60715;796821;42688;796820-796821;4590;1303254-796820;50200102;1512419-1303254
;;70692;70692;462878;1017489-70692;488729;1498039-1017489;50198711;1498038-1498039
;;70993;70993;47026;47026-70993;462764;1032073-47026;50146928;1535210-1032073
;;63706;1232981;462872;1017434-1232981;2160;1304083-1017434;50202772;1506042-1304083
;;63703;63703;462868;1017394-63703;12821;1303640-1017394;50177469;1506741-1303640
;;63703;63703;462868;1017394-63703;38967;1421695-1017394;50202748;1506090-1421695
;;63703;63703;462868;1017394-63703;38967;1421695-1017394;50177470;1506740-1421695
;;69474;69474;42162;855026-69474;12806;1251634-855026;50146228;1535498-1251634
;;69474;69474;42162;855026-69474;462526;1251638-855026;50125400;1537309-1251638
;;63792;1489618;48630;48630-1489618;4315;848682-48630;50195424;1495531-848682
;;63792;1489618;42643;1489617-1489618;425699;1489615-1489617;50186796;1489122-1489615
;;63520;63520;57795;57795-63520;40354;1442280-57795;50186892;1445828-1442280
;;63549;63549;42724;42724-63549;23048;1303277-42724;50186362;1446880-1303277
;;74170;74170;59088;59088-74170;36196;1257249-59088;50201141;1509327-1257249
;;61012;61012;51582;51582-61012;9222;1303506-51582;50200692;1510673-1303506
;;62700;796929;51581;796928-796929;9221;1402725-796928;50200607;1510929-1402725
;;60838;60838;48794;48794-60838;4835;4835-48794;50200575;1511023-4835
;;426660;1271272;48752;48752-1271272;4730;1303361-48752;50164609;1275181-1303361
;;426660;1271272;48752;48752-1271272;480679;1402546-48752;50164610;1275182-1402546
;;62754;833973;59089;59089-833973;420387;1402215-59089;50176353;1569949-1402215
;;60338;60338;47867;47867-60338;424190;1271085-47867;50200003;1512715-1271085
;;73700;73700;45710;45710-73700;25909;1369206-45710;50122195;1545762-1369206
;;60498;60498;45055;45055-60498;9187;1271168-45055;50201854;1507175-1271168
;;422048;755265;422047;755263-755265;422049;755269-755263;50201560;1508069-755269
;;425006;817518;48781;48781-817518;4799;1271207-48781;50200898;1510053-1271207
;;60646;1306884;43698;43698-1306884;4848;1271109-43698;50200815;1510297-1271109
;;60455;60455;43630;43630-60455;9188;1389650-43630;50174407;1388412-1389650
;;60682;1303693;48766;1303694-1303693;4759;1303682-1303694;50201323;1508801-1303682
;;60131;60131;43772;43772-60131;415474;1271079-43772;50192377;1482321-1271079
;;60131;60131;43772;43772-60131;2938;1328946-43772;50173530;1437820-1328946
;;60177;60177;54901;54901-60177;4690;931196-54901;50174370;1388486-931196
;;60145;1447749;48791;1447748-1447749;4825;1447747-1447748;50173463;1437864-1447747
;;60132;755516;54914;54914-755516;31376;1303468-54914;50174385;1388456-1303468
;;60132;755516;54914;54914-755516;31377;31377-54914;50174386;1388454-31377
;;60132;755516;48736;834565-755516;422044;1303465-834565;50199790;1513363-1303465
;;60189;60189;55077;55077-60189;31781;1271310-55077;50174443;1388340-1271310
;;425884;837764;425883;837760-837764;422042;837757-837760;50200119;1512363-837757
;;60064;834570;48334;48334-834570;3388;3388-48334;50173594;1437644-3388
;;60064;834570;44888;834378-834570;3389;1469859-834378;50173593;1437646-1469859
;;60064;834570;44888;834378-834570;4855;1271333-834378;50201718;1507607-1271333
;;60024;60024;51558;51558-60024;9163;834391-51558;50201584;1508001-834391
;;60120;60120;43976;43976-60120;4683;1389990-43976;50174367;1388492-1389990
;;60120;60120;43976;43976-60120;4683;1389990-43976;50201019;1509699-1389990
;;60057;60057;424206;793200-60057;31724;1389546-793200;50174433;1388360-1389546
;;63201;1108592;474112;1115023-1108592;474111;1115029-1115023;50199836;1513205-1115029
;;60411;60411;57711;57711-60411;20450;20450-57711;50201816;1507301-20450
;;60361;822710;54913;822836-822710;4695;931339-822836;50174383;1388460-931339
;;60529;60529;51553;51553-60529;9147;833794-51553;50200648;1510815-833794
;;63178;63178;48680;48680-63178;4535;1304112-48680;50201766;1507463-1304112
;;63386;63386;57924;57924-63386;418856;712921-57924;50201719;1507603-712921
;;63386;63386;57924;57924-63386;24227;1304097-57924;50201720;1507601-1304097
;;63419;1303964;57774;57774-1303964;24228;833818-57774;50186780;1446044-833818
;;63423;63423;57775;57775-63423;4642;1303230-57775;50199970;1512813-1303230
;;63423;63423;57775;57775-63423;21053;1303234-57775;50199969;1512817-1303234
;;60918;60918;48779;48779-60918;4792;1302857-48779;50201582;1508007-1302857
;;62681;62681;48729;48729-62681;4664;1522030-48729;50201176;1509215-1522030
;;61000;61000;48728;48728-61000;4663;1271143-48728;50201013;1509717-1271143
;;60911;60911;48778;48778-60911;4791;1302854-48778;50200812;1510307-1302854
;;60923;60923;48777;48777-60923;4788;4788-48777;50200721;1510585-4788
;;60970;60970;48776;48776-60970;4786;1271177-48776;50200542;1511125-1271177
;;60914;60914;48727;48727-60914;4660;4660-48727;50200295;1511839-4660
;;63445;893840;44964;859915-893840;4567;1442784-859915;50186267;1447070-1442784
;;63745;757921;44998;44998-757921;41838;1556183-44998;50141684;1536250-1556183
;;63745;757921;44998;44998-757921;38971;1429304-44998;50202543;1506486-1429304
;;63553;834553;48648;48648-834553;4475;1385418-48648;50177302;1506894-1385418
;;73776;73776;47871;47871-73776;9212;1303083-47871;50199754;1513471-1303083
;;59899;59899;54969;54969-59899;36176;1303072-54969;50199751;1513479-1303072
;;60628;60628;52274;52274-60628;10302;834460-52274;50199735;1513531-834460
;;480060;1213598;480017;1212105-1213598;480018;1212110-1212105;50199709;1513613-1212110
;;60089;60089;42319;42319-60089;4851;1303010-42319;50199705;1513627-1303010
;;60089;60089;42319;42319-60089;4850;833597-42319;50174430;1388366-833597
;;60235;60235;42275;42275-60235;9169;931154-42275;50199668;1513724-931154
;;490706;1531762;489162;1506570-1531762;489166;1506585-1506570;50209231;1506584-1506585
;;60173;60173;54915;1306118-60173;31380;1306120-1306118;50174389;1388448-1306120
;;60444;60444;48740;48740-60444;4699;1302953-48740;50199614;1513900-1302953
;;62611;1322425;48684;1322424-1322425;4541;4541-1322424;50199695;1513656-4541
;;60669;60669;45029;45029-60669;31972;1304108-45029;50201815;1507305-1304108
;;60605;734349;56704;56704-734349;480839;1246479-56704;50201749;1507523-1246479
;;60906;796833;48659;796834-796833;4502;1303996-796834;50201681;1507705-1303996
;;60896;60896;48726;48726-60896;4652;1303705-48726;50201330;1508775-1303705
;;60916;60916;48725;48725-60916;4651;837711-48725;50201073;1509545-837711
;;60936;60936;48724;48724-60936;4648;1303529-48724;50200751;1510491-1303529
;;62643;62643;48722;48722-62643;4637;834251-48722;50201328;1508783-834251
;;60953;60953;48658;48658-60953;4500;1445733-48658;50201315;1508821-1445733
;;60966;60966;48657;48657-60966;4499;837657-48657;50200840;1510229-837657
;;63027;63027;48670;48670-63027;4516;833883-48670;50200291;1511853-833883
;;63027;63027;48670;48670-63027;413470;833892-48670;50200292;1511851-833892
;;62955;796839;48686;796840-796839;4544;796838-796840;50200143;1512303-796838
;;63050;63050;48664;48664-63050;4506;4506-48664;50199827;1513237-4506
;;425030;837938;48716;48716-837938;4622;859931-48716;50200827;1510261-859931
;;61026;812249;48764;812248-812249;4756;1302929-812248;50201687;1507691-1302929
;;60926;1271187;48761;48761-1271187;4749;1271064-48761;50201029;1509671-1271064
;;60488;60488;48653;48653-60488;4491;1221816-48653;50200872;1510141-1221816
;;420114;727798;420113;727797-727798;420115;727564-727797;50200720;1510589-727564
;;62753;62753;43062;43062-62753;11265;1402484-43062;50176679;1570830-1402484
;;62654;62654;48855;48855-62654;5035;1302990-48855;50199674;1513708-1302990
;;62654;62654;48855;48855-62654;5034;1302994-48855;50176700;1570813-1302994
;;420663;849659;420648;849658-849659;420649;849657-849658;50199625;1513860-849657
;;70012;70012;42553;42553-70012;21038;1370517-42553;50125287;1537417-1370517
;;70310;1209709;462880;1017507-1209709;21042;1348827-1017507;50202809;1505972-1348827
;;74089;74089;58974;58974-74089;40370;830699-58974;50202920;1505756-830699
;;70049;657656;44300;1017567-657656;2345;1328138-1017567;50146327;1329759-1328138
;;70049;657656;462883;1017555-657656;21039;1328141-1017555;50202813;1505964-1328141
;;70049;657656;462883;1017555-657656;21039;1328141-1017555;50125288;1537416-1328141
;;70049;657656;462883;1017555-657656;41964;1328152-1017555;50146273;1535462-1328152
;;70222;70222;462841;1016980-70222;21047;1348753-1016980;50142084;1544560-1348753
;;423879;783002;462852;1017115-783002;487180;1472543-1017115;50149656;1534553-1472543
;;423879;783002;462852;1017115-783002;41841;1348781-1017115;50146259;1535476-1348781
;;423879;783002;47746;1533690-783002;2344;1348772-1533690;50146307;1329779-1348772
;;62933;62933;48803;48803-62933;4873;4873-48803;50200477;1511303-4873
;;73731;1097638;46990;1097602-1097638;472732;1081474-1097602;50118717;1111310-1081474
;;73731;1097638;46990;1097602-1097638;471036;1074676-1097602;50118234;1110287-1074676
;;73731;1097638;46990;1097602-1097638;472908;1082202-1097602;50116337;1111419-1082202
;;73731;1097638;473490;1195494-1097638;488484;1494149-1195494;50194858;1497981-1494149
;;73731;1097638;473490;1195494-1097638;415365;1492675-1195494;50120915;1489671-1492675
;;490703;1531496;425946;1493360-1531496;415369;1493359-1493360;50195078;1473220-1493359
;;61159;61159;49964;49964-61159;7202;1466040-49964;50192271;1501198-1466040
;;61159;61159;49964;49964-61159;7202;1466040-49964;50065997;1164841-1466040
;;64461;64461;54065;54065-64461;32683;32683-54065;50201838;1507233-32683
;;64550;1360474;43300;1360473-1360474;32320;1374306-1360473;50171989;1355353-1374306
;;64292;64292;44968;44968-64292;14085;1470042-44968;50201775;1507431-1470042
;;64292;64292;44968;44968-64292;14085;1470042-44968;50195386;1472642-1470042
;;64292;64292;44968;44968-64292;14086;1238043-44968;50201774;1507435-1238043
